,SID,Session,Block,Trial,Sequence,Stimt-2,Stimt-1,Stimt,RT,Response,Delay,Result,Trial_Number,Correct,log_RT,inverse_RT,post_error
921,1033,Baseline,8,81,High Prob,4,3,2,0.4445859,2,0.35,Correct,921,1,-0.810611992,2.249284109,0
922,1033,Baseline,8,82,High Prob,3,2,4,0.497988,4,0.2,Correct,922,1,-0.697179299,2.008080516,0
923,1033,Baseline,8,83,High Prob,2,4,1,0.5673372,1,0.55,Correct,923,1,-0.566801443,1.762620184,0
924,1033,Baseline,8,84,High Prob,4,1,3,0.329409,3,0.55,Correct,924,1,-1.110455139,3.035739764,0
925,1033,Baseline,8,85,Low Prob,1,3,2,0.46146,2,0.35,Correct,925,1,-0.773359903,2.167035063,0
926,1033,Baseline,8,86,High Prob,3,2,4,0.4301791,4,0.3,Correct,926,1,-0.843553645,2.324613167,0
927,1033,Baseline,8,87,High Prob,2,4,1,0.3822168,1,0.35,Correct,927,1,-0.961767292,2.616316185,0
928,1033,Baseline,8,88,High Prob,4,1,3,0.4155891,3,0.35,Correct,928,1,-0.878058247,2.406222877,0
929,1033,Baseline,8,89,High Prob,1,3,4,0.6576594,4,0.3,Correct,929,1,-0.419068111,1.520543917,0
930,1033,Baseline,8,90,High Prob,3,4,2,0.6064003,2,0.6,Correct,930,1,-0.50021495,1.649075701,0
931,1033,Baseline,8,91,Low Prob,4,2,1,0.3211396,1,0.5,Correct,931,1,-1.135879359,3.113910586,0
932,1033,Baseline,8,92,High Prob,2,1,4,0.6151825,3,0.3,Wrong,932,0,-0.485836307,1.625533886,1
933,1033,Baseline,8,93,High Prob,1,4,3,0.6932298,3,0.2,Correct,933,1,-0.366393733,1.4425231,0
934,1033,Baseline,8,94,High Prob,4,3,2,0.6726535,2,0.6,Correct,934,1,-0.396524941,1.486649516,0
935,1033,Baseline,8,95,High Prob,3,2,4,0.5207161,4,0.3,Correct,935,1,-0.652550299,1.920432266,0
936,1033,Baseline,8,96,High Prob,2,4,1,0.4907609,1,0.2,Correct,936,1,-0.711798235,2.037652144,0
937,1033,Baseline,8,97,High Prob,4,1,3,0.3401473,3,0.45,Correct,937,1,-1.07837652,2.939902801,0
938,1033,Baseline,8,98,High Prob,1,3,4,0.3735453,1,0.4,Wrong,938,0,-0.984715997,2.677051485,1
939,1033,Baseline,8,99,High Prob,3,4,2,0.4996023,2,0.45,Correct,939,1,-0.693942897,2.001592066,0
940,1033,Baseline,8,100,High Prob,4,2,3,0.5023021,3,0.2,Correct,940,1,-0.688553547,1.990833803,0
941,1033,Baseline,8,101,High Prob,2,3,1,0.3490379,1,0.5,Correct,941,1,-1.052574767,2.865018383,0
942,1033,Baseline,8,102,High Prob,3,1,2,0.4836822,2,0.25,Correct,942,1,-0.726327199,2.067473229,0
943,1033,Baseline,8,103,High Prob,1,2,1,0.3931262,1,0.55,Correct,943,1,-0.933624599,2.543712426,0
944,1033,Baseline,8,104,High Prob,2,1,4,0.7505004,4,0.25,Correct,944,1,-0.287015095,1.332444326,0
945,1033,Baseline,8,105,High Prob,1,4,3,0.6032571,3,0.5,Correct,945,1,-0.505411805,1.657668016,0
946,1033,Baseline,8,106,High Prob,4,3,2,0.4879756,2,0.25,Correct,946,1,-0.717489874,2.049282792,0
947,1033,Baseline,8,107,Low Prob,3,2,3,0.4914287,3,0.6,Correct,947,1,-0.710438416,2.034883189,0
948,1033,Baseline,8,108,High Prob,2,3,1,0.3967503,1,0.25,Correct,948,1,-0.924448163,2.520476985,0
949,1033,Baseline,8,109,Low Prob,3,1,4,0.4201302,4,0.2,Correct,949,1,-0.867190616,2.380214514,0
950,1033,Baseline,8,110,High Prob,1,4,3,0.4262298,3,0.6,Correct,950,1,-0.852776642,2.34615224,0
951,1033,Baseline,8,111,High Prob,4,3,2,0.340276,2,0.5,Correct,951,1,-1.077998226,2.938790864,0
952,1033,Baseline,8,112,High Prob,3,2,4,0.357651,4,0.4,Correct,952,1,-1.028197628,2.79602182,0
953,1033,Baseline,8,113,High Prob,2,4,1,0.3303469,1,0.3,Correct,953,1,-1.107611965,3.027120884,0
954,1033,Baseline,8,114,High Prob,4,1,3,0.3324492,3,0.4,Correct,954,1,-1.101268213,3.007978362,0
955,1033,Baseline,8,115,Low Prob,1,3,2,0.4657772,2,0.3,Correct,955,1,-0.764047871,2.146949228,0
956,1033,Baseline,8,116,High Prob,3,2,4,0.3578126,4,0.6,Correct,956,1,-1.027745893,2.794759044,0
957,1033,Baseline,8,117,High Prob,2,4,1,0.3645371,1,0.25,Correct,957,1,-1.009126949,2.743205013,0
958,1033,Baseline,8,118,Low Prob,4,1,2,0.5392612,2,0.45,Correct,958,1,-0.617555224,1.854388931,0
959,1033,Baseline,8,119,High Prob,1,2,1,0.4646582,1,0.5,Correct,959,1,-0.766453197,2.152119558,0
960,1033,Baseline,8,120,High Prob,2,1,4,0.5453635,4,0.3,Correct,960,1,-0.606302734,1.833639398,0
